customer_id,age,tenure,monthly_charges,total_charges,contract_type,payment_method,churn
CUST_05760,67,7,50.7,360.44,Month-to-month,Electronic check,0
CUST_05761,51,14,63.18,838.63,Two year,Electronic check,0
CUST_05762,68,51,107.31,5500.96,One year,Bank transfer,0
CUST_05763,30,72,118.0,8454.25,One year,Electronic check,0
CUST_05764,71,13,44.65,547.58,Month-to-month,Electronic check,1
CUST_05765,18,43,114.83,4919.54,Two year,Electronic check,1
CUST_05766,51,1,88.87,24.87,Two year,Mailed check,0
CUST_05767,46,45,115.14,5269.3,Month-to-month,Credit card,1
CUST_05768,65,23,76.24,1693.36,One year,Credit card,0
CUST_05769,64,16,116.08,1870.89,Month-to-month,Credit card,1
CUST_05770,30,52,109.25,5641.18,One year,Electronic check,1
CUST_05771,65,44,32.86,1374.33,Two year,Credit card,0
CUST_05772,66,8,51.08,397.3,Month-to-month,Bank transfer,1
CUST_05773,70,37,44.31,1632.39,One year,Credit card,0
CUST_05774,46,2,77.21,230.37,Month-to-month,Credit card,1
CUST_05775,56,41,100.28,4132.3,One year,Bank transfer,1
CUST_05776,41,27,95.94,2601.13,Two year,Electronic check,1
CUST_05777,43,2,92.67,223.43,Month-to-month,Bank transfer,1
CUST_05778,34,27,57.53,1539.28,Month-to-month,Mailed check,1
CUST_05779,24,20,33.96,648.66,One year,Electronic check,0
CUST_05780,30,21,41.06,829.33,One year,Electronic check,0
CUST_05781,22,8,94.17,717.39,Month-to-month,Bank transfer,1
CUST_05782,43,7,34.75,258.07,Month-to-month,Electronic check,0
CUST_05783,66,34,42.29,1364.89,Month-to-month,Credit card,1
CUST_05784,20,7,62.46,425.69,Month-to-month,Electronic check,1
CUST_05785,24,14,27.21,447.19,One year,Bank transfer,0
CUST_05786,66,28,41.27,1170.86,Month-to-month,Electronic check,0
CUST_05787,56,1,34.98,30.02,One year,Credit card,0
CUST_05788,70,21,115.13,2391.54,Month-to-month,Bank transfer,1
CUST_05789,18,21,39.15,779.09,Month-to-month,Electronic check,1
CUST_05790,66,27,106.18,2929.82,Month-to-month,Bank transfer,1
CUST_05791,34,11,31.48,351.36,One year,Electronic check,0
CUST_05792,60,14,106.97,1472.08,Month-to-month,Credit card,1
CUST_05793,42,9,79.94,704.28,Two year,Bank transfer,1
CUST_05794,20,39,104.97,4049.51,Month-to-month,Electronic check,1
CUST_05795,32,3,106.73,325.8,Month-to-month,Bank transfer,1
CUST_05796,46,72,79.64,5739.43,One year,Electronic check,0
CUST_05797,70,24,111.77,2713.07,Month-to-month,Bank transfer,1
CUST_05798,60,52,78.54,4008.11,Two year,Bank transfer,0
CUST_05799,49,13,91.26,1193.06,Two year,Credit card,0
CUST_05800,43,9,61.61,582.61,Month-to-month,Credit card,0
CUST_05801,33,55,111.41,6119.5,One year,Bank transfer,1
CUST_05802,42,2,102.42,272.22,One year,Bank transfer,1
CUST_05803,71,2,36.67,105.82,Two year,Credit card,0
CUST_05804,45,8,77.64,675.45,Month-to-month,Credit card,1
CUST_05805,26,72,109.68,7843.4,Month-to-month,Credit card,1
CUST_05806,73,24,99.31,2292.37,One year,Credit card,1
CUST_05807,73,19,116.26,2223.15,Month-to-month,Credit card,1
CUST_05808,18,29,43.13,1149.32,One year,Electronic check,0
CUST_05809,46,12,56.75,651.2,Two year,Electronic check,0
CUST_05810,74,34,70.72,2403.05,Month-to-month,Mailed check,0
CUST_05811,39,11,43.27,513.39,Two year,Credit card,1
CUST_05812,33,42,59.4,2499.4,Two year,Electronic check,0
CUST_05813,58,7,73.75,588.92,Two year,Bank transfer,0
CUST_05814,68,7,39.13,239.12,One year,Credit card,0
CUST_05815,61,17,45.67,730.89,One year,Credit card,0
CUST_05816,68,13,32.48,535.48,Month-to-month,Bank transfer,0
CUST_05817,71,25,91.34,2275.88,Two year,Mailed check,0
CUST_05818,58,10,56.16,568.12,Month-to-month,Electronic check,1
CUST_05819,24,6,42.03,224.01,Month-to-month,Credit card,1
CUST_05820,31,15,70.73,1016.82,Month-to-month,Credit card,1
CUST_05821,46,19,26.82,501.73,One year,Credit card,0
CUST_05822,36,3,112.34,389.51,Month-to-month,Credit card,1
CUST_05823,36,19,49.45,928.46,One year,Electronic check,0
CUST_05824,19,9,108.65,853.27,One year,Bank transfer,1
CUST_05825,58,11,69.76,712.24,Month-to-month,Electronic check,1
CUST_05826,62,7,105.02,829.45,Month-to-month,Credit card,1
CUST_05827,32,64,44.71,2734.77,Month-to-month,Electronic check,0
CUST_05828,20,27,37.53,976.86,Month-to-month,Electronic check,0
CUST_05829,28,7,104.94,756.57,Month-to-month,Credit card,1
CUST_05830,70,24,41.29,1014.17,Month-to-month,Bank transfer,1
CUST_05831,63,45,94.62,4282.24,Two year,Credit card,0
CUST_05832,47,12,54.46,698.21,One year,Bank transfer,0
CUST_05833,74,42,94.82,3971.47,One year,Mailed check,0
CUST_05834,57,4,110.76,391.98,Month-to-month,Bank transfer,1
CUST_05835,35,41,118.16,4833.6,Month-to-month,Credit card,1
CUST_05836,68,18,55.98,1067.34,One year,Bank transfer,0
CUST_05837,65,6,56.75,257.57,One year,Credit card,1
CUST_05838,19,12,118.14,1394.76,Month-to-month,Electronic check,1
CUST_05839,49,72,106.15,7643.75,Month-to-month,Mailed check,0
CUST_05840,25,36,24.51,849.57,Two year,Credit card,0
CUST_05841,39,20,77.34,1520.58,Month-to-month,Electronic check,1
CUST_05842,23,2,38.12,96.57,Month-to-month,Bank transfer,1
CUST_05843,29,12,119.4,1439.45,Month-to-month,Mailed check,1
CUST_05844,64,7,33.89,284.63,One year,Bank transfer,0
CUST_05845,74,1,75.93,103.63,One year,Electronic check,1
CUST_05846,57,18,86.52,1609.14,Month-to-month,Bank transfer,0
CUST_05847,53,52,113.71,5880.57,Month-to-month,Credit card,1
CUST_05848,32,27,104.73,2958.0,One year,Electronic check,0
CUST_05849,45,6,44.58,183.55,Month-to-month,Bank transfer,1
CUST_05850,69,20,77.26,1585.39,Month-to-month,Electronic check,1
CUST_05851,74,68,115.36,7793.71,Month-to-month,Mailed check,1
CUST_05852,66,30,93.57,2725.13,Month-to-month,Mailed check,0
CUST_05853,62,28,88.83,2570.76,One year,Bank transfer,0
CUST_05854,35,72,95.49,6856.7,One year,Electronic check,0
CUST_05855,19,38,52.25,1921.73,Two year,Mailed check,0
CUST_05856,30,3,92.93,258.61,One year,Bank transfer,0
CUST_05857,62,10,43.29,398.83,Two year,Credit card,0
CUST_05858,71,72,62.81,4514.26,Two year,Electronic check,0
CUST_05859,32,16,108.99,1727.43,Month-to-month,Bank transfer,0
CUST_05860,37,2,21.9,0.0,Month-to-month,Bank transfer,0
CUST_05861,46,14,61.43,863.19,One year,Electronic check,0
CUST_05862,59,28,46.68,1306.39,One year,Bank transfer,0
CUST_05863,46,72,39.86,2951.09,Two year,Bank transfer,0
CUST_05864,20,9,103.86,1007.03,One year,Bank transfer,1
CUST_05865,36,17,89.65,1524.35,One year,Electronic check,1
CUST_05866,20,50,31.26,1586.03,Month-to-month,Credit card,0
CUST_05867,71,10,69.45,642.08,Month-to-month,Electronic check,1
CUST_05868,31,2,66.69,166.34,Two year,Electronic check,0
CUST_05869,57,71,34.25,2568.39,Two year,Bank transfer,0
CUST_05870,72,16,99.98,1542.44,Month-to-month,Electronic check,1
CUST_05871,21,16,56.67,876.17,One year,Electronic check,1
CUST_05872,69,23,96.19,2224.65,One year,Bank transfer,0
CUST_05873,28,0,39.21,9.24,Month-to-month,Bank transfer,1
CUST_05874,48,64,51.51,3302.36,Two year,Mailed check,0
CUST_05875,60,10,29.52,260.89,One year,Bank transfer,0
CUST_05876,49,12,34.35,342.11,Month-to-month,Credit card,1
CUST_05877,44,4,108.32,390.45,Month-to-month,Credit card,1
CUST_05878,47,11,30.91,381.52,Month-to-month,Electronic check,1
CUST_05879,60,39,29.57,1254.91,Month-to-month,Bank transfer,1
CUST_05880,19,38,114.04,4360.38,Month-to-month,Electronic check,0
CUST_05881,66,65,84.59,5481.49,Month-to-month,Credit card,1
CUST_05882,26,12,30.09,402.44,One year,Credit card,1
CUST_05883,45,29,117.17,3330.09,One year,Mailed check,0
CUST_05884,48,16,34.71,553.78,One year,Bank transfer,0
CUST_05885,51,39,96.63,3738.77,One year,Credit card,0
CUST_05886,73,29,23.49,667.06,Two year,Bank transfer,0
CUST_05887,32,11,82.45,878.71,Two year,Bank transfer,0
CUST_05888,65,9,74.67,616.51,Month-to-month,Credit card,1
CUST_05889,42,6,40.8,329.82,Month-to-month,Credit card,0
CUST_05890,53,20,84.31,1655.08,Month-to-month,Bank transfer,1
CUST_05891,25,72,81.71,5851.78,One year,Credit card,1
CUST_05892,26,5,99.84,496.31,Two year,Bank transfer,0
CUST_05893,54,2,107.59,225.53,One year,Electronic check,1
CUST_05894,65,3,71.01,293.75,One year,Bank transfer,1
CUST_05895,62,36,69.03,2493.6,One year,Electronic check,0
CUST_05896,56,10,82.16,849.29,One year,Mailed check,0
CUST_05897,49,6,92.92,465.21,Two year,Credit card,1
CUST_05898,69,10,55.62,571.44,Two year,Credit card,0
CUST_05899,34,24,70.46,1653.06,One year,Credit card,0
CUST_05900,52,18,78.51,1376.11,One year,Mailed check,1
CUST_05901,54,32,118.84,3743.46,Month-to-month,Bank transfer,1
CUST_05902,36,9,78.77,692.14,Month-to-month,Credit card,1
CUST_05903,61,14,42.42,613.03,Month-to-month,Credit card,1
CUST_05904,46,2,78.8,179.2,Month-to-month,Credit card,1
CUST_05905,24,1,101.95,111.88,Two year,Mailed check,1
CUST_05906,45,14,105.74,1449.21,Month-to-month,Credit card,1
CUST_05907,26,8,100.03,763.99,Month-to-month,Credit card,1
CUST_05908,45,22,108.82,2373.16,One year,Electronic check,1
CUST_05909,23,1,53.48,58.85,One year,Electronic check,1
CUST_05910,46,3,70.76,133.81,Two year,Credit card,1
CUST_05911,34,48,97.96,4689.22,Month-to-month,Mailed check,0
CUST_05912,33,20,46.44,910.19,Two year,Electronic check,1
CUST_05913,40,29,57.16,1675.32,Month-to-month,Electronic check,1
CUST_05914,48,44,103.12,4678.79,Two year,Mailed check,0
CUST_05915,20,14,97.01,1357.56,One year,Electronic check,0
CUST_05916,38,34,117.12,3982.67,One year,Electronic check,0
CUST_05917,43,17,119.6,2066.19,Month-to-month,Electronic check,1
CUST_05918,53,6,44.07,254.3,One year,Credit card,0
CUST_05919,59,9,110.04,1011.87,One year,Electronic check,1
CUST_05920,54,16,29.45,536.56,Month-to-month,Mailed check,1
CUST_05921,70,9,90.98,804.2,Month-to-month,Bank transfer,1
CUST_05922,39,9,42.01,454.28,Two year,Credit card,0
CUST_05923,59,9,50.03,459.94,One year,Electronic check,0
CUST_05924,29,3,114.63,383.74,Two year,Mailed check,1
CUST_05925,59,2,46.32,144.05,One year,Electronic check,1
CUST_05926,30,1,87.32,153.5,Month-to-month,Credit card,1
CUST_05927,28,2,37.81,132.45,Month-to-month,Bank transfer,0
CUST_05928,71,10,29.34,363.0,Two year,Electronic check,0
CUST_05929,33,21,53.93,1141.09,One year,Credit card,0
CUST_05930,25,5,82.42,376.96,Month-to-month,Electronic check,0
CUST_05931,57,52,44.79,2334.15,One year,Mailed check,0
CUST_05932,74,39,50.02,1897.0,Month-to-month,Bank transfer,1
CUST_05933,57,17,90.87,1528.3,Two year,Bank transfer,0
CUST_05934,62,30,30.28,878.81,Month-to-month,Bank transfer,1
CUST_05935,19,10,64.69,572.21,Month-to-month,Electronic check,1
CUST_05936,47,0,114.17,46.03,Month-to-month,Credit card,0
CUST_05937,47,56,59.7,3409.93,Month-to-month,Mailed check,0
CUST_05938,29,3,63.42,153.81,One year,Electronic check,1
CUST_05939,27,70,93.82,6599.39,One year,Bank transfer,1
CUST_05940,61,20,97.9,2090.92,One year,Credit card,0
CUST_05941,28,8,96.96,835.26,One year,Mailed check,1
CUST_05942,32,16,119.79,1865.33,Month-to-month,Bank transfer,1
CUST_05943,33,16,27.15,479.23,One year,Bank transfer,0
CUST_05944,34,0,118.23,0.0,Two year,Credit card,0
CUST_05945,43,10,115.02,1193.8,Month-to-month,Electronic check,1
CUST_05946,19,32,105.21,3482.35,Month-to-month,Bank transfer,1
CUST_05947,67,17,65.41,1108.58,One year,Bank transfer,0
CUST_05948,29,6,107.09,713.12,Month-to-month,Electronic check,1
CUST_05949,68,9,42.08,341.08,Month-to-month,Bank transfer,1
CUST_05950,43,47,99.17,4636.9,One year,Bank transfer,0
CUST_05951,40,17,38.52,556.04,Two year,Credit card,0
CUST_05952,35,18,101.54,1909.0,One year,Credit card,0
CUST_05953,49,72,81.45,5781.38,One year,Electronic check,0
CUST_05954,66,9,29.8,211.62,Month-to-month,Electronic check,0
CUST_05955,55,15,109.53,1654.29,One year,Bank transfer,0
CUST_05956,74,40,77.8,3214.49,One year,Bank transfer,0
CUST_05957,64,34,85.62,2815.94,One year,Electronic check,1
CUST_05958,20,7,48.35,356.91,Month-to-month,Mailed check,1
CUST_05959,55,3,107.16,250.29,One year,Credit card,1
CUST_05960,20,28,74.52,2170.42,Two year,Electronic check,0
CUST_05961,47,7,62.11,443.29,One year,Mailed check,0
CUST_05962,18,61,73.43,4557.0,Month-to-month,Bank transfer,1
CUST_05963,47,3,90.33,232.84,Month-to-month,Credit card,1
CUST_05964,62,9,89.5,782.7,Month-to-month,Bank transfer,1
CUST_05965,49,1,55.76,9.06,Month-to-month,Mailed check,1
CUST_05966,45,29,58.53,1769.81,Two year,Credit card,0
CUST_05967,38,53,76.22,4110.78,One year,Electronic check,1
CUST_05968,63,24,112.44,2665.78,One year,Bank transfer,0
CUST_05969,30,66,94.54,6288.42,Two year,Bank transfer,0
CUST_05970,44,3,59.04,171.99,Month-to-month,Electronic check,1
CUST_05971,53,2,53.7,10.24,One year,Bank transfer,0
CUST_05972,24,43,72.36,3136.64,Month-to-month,Electronic check,1
CUST_05973,39,46,107.0,4964.79,Month-to-month,Mailed check,1
CUST_05974,27,42,20.87,931.66,Month-to-month,Mailed check,0
CUST_05975,56,38,91.05,3463.52,Two year,Credit card,1
CUST_05976,70,10,49.45,477.43,Month-to-month,Credit card,0
CUST_05977,32,5,40.84,179.38,Month-to-month,Electronic check,1
CUST_05978,32,63,21.21,1381.45,One year,Credit card,0
CUST_05979,21,8,109.66,898.31,Month-to-month,Credit card,1
CUST_05980,49,12,111.22,1302.81,Month-to-month,Electronic check,0
CUST_05981,40,28,26.14,746.08,One year,Credit card,0
CUST_05982,72,8,72.18,613.58,Month-to-month,Bank transfer,0
CUST_05983,23,41,35.26,1482.89,Two year,Credit card,0
CUST_05984,41,1,95.87,95.82,One year,Credit card,1
CUST_05985,37,37,86.54,3264.17,Month-to-month,Credit card,0
CUST_05986,54,22,49.71,1054.22,Month-to-month,Mailed check,1
CUST_05987,37,20,31.7,636.43,One year,Bank transfer,0
CUST_05988,29,14,103.12,1490.32,Month-to-month,Bank transfer,1
CUST_05989,50,7,87.43,627.57,One year,Mailed check,0
CUST_05990,45,14,20.68,293.7,One year,Electronic check,0
CUST_05991,25,14,82.79,1121.79,One year,Mailed check,0
CUST_05992,18,21,101.03,2057.25,One year,Credit card,1
CUST_05993,54,7,79.08,519.32,Two year,Credit card,0
CUST_05994,39,1,62.47,121.1,Month-to-month,Credit card,0
CUST_05995,23,3,78.39,202.55,Month-to-month,Electronic check,1
CUST_05996,38,28,81.97,2295.22,One year,Bank transfer,0
CUST_05997,49,0,84.0,99.49,Month-to-month,Bank transfer,1
CUST_05998,52,46,116.7,5419.59,One year,Electronic check,0
CUST_05999,32,28,37.86,1052.53,One year,Mailed check,0
CUST_06000,22,35,82.31,2868.55,Month-to-month,Mailed check,1
CUST_06001,73,43,38.8,1740.42,Month-to-month,Credit card,0
CUST_06002,63,3,41.0,105.89,One year,Credit card,0
CUST_06003,67,41,86.93,3564.54,Two year,Credit card,0
CUST_06004,65,16,111.6,1776.17,Month-to-month,Bank transfer,1
CUST_06005,23,52,35.9,1948.77,One year,Electronic check,0
CUST_06006,42,52,116.25,6044.61,One year,Credit card,0
CUST_06007,73,0,51.94,0.0,Month-to-month,Electronic check,1
CUST_06008,63,11,59.13,685.15,Month-to-month,Bank transfer,1
CUST_06009,73,17,35.37,698.66,Month-to-month,Electronic check,1
CUST_06010,57,27,81.58,2141.58,One year,Credit card,0
CUST_06011,46,8,79.64,654.38,One year,Electronic check,0
CUST_06012,24,6,64.23,343.94,Two year,Electronic check,1
CUST_06013,57,11,67.61,815.49,Month-to-month,Credit card,0
CUST_06014,30,16,82.3,1261.09,Two year,Electronic check,0
CUST_06015,55,72,78.35,5681.74,One year,Credit card,0
CUST_06016,35,34,57.43,1915.88,Month-to-month,Mailed check,0
CUST_06017,19,13,108.41,1491.47,Month-to-month,Credit card,1
CUST_06018,25,1,86.77,207.65,One year,Bank transfer,0
CUST_06019,28,4,40.54,223.71,Two year,Bank transfer,0
CUST_06020,50,14,51.99,725.73,One year,Credit card,0
CUST_06021,71,40,98.79,3891.37,One year,Bank transfer,0
CUST_06022,55,11,30.45,344.55,Month-to-month,Mailed check,0
CUST_06023,65,18,95.02,1723.4,Month-to-month,Electronic check,1
CUST_06024,44,53,55.88,3078.11,Month-to-month,Electronic check,1
CUST_06025,37,58,75.17,4366.55,Month-to-month,Credit card,0
CUST_06026,29,5,48.06,204.74,One year,Electronic check,1
CUST_06027,60,1,118.65,128.89,Two year,Mailed check,0
CUST_06028,48,8,110.58,865.47,Month-to-month,Mailed check,1
CUST_06029,44,28,112.84,3154.81,One year,Bank transfer,0
CUST_06030,49,72,38.48,2878.7,Month-to-month,Electronic check,0
CUST_06031,27,1,104.17,61.8,Month-to-month,Credit card,1
CUST_06032,20,0,73.54,48.08,Month-to-month,Electronic check,1
CUST_06033,62,51,90.79,4614.58,Month-to-month,Credit card,0
CUST_06034,44,33,41.75,1376.01,Month-to-month,Credit card,1
CUST_06035,52,72,91.2,6565.77,Month-to-month,Electronic check,1
CUST_06036,48,12,111.43,1288.76,Month-to-month,Credit card,1
CUST_06037,32,12,46.75,590.42,Month-to-month,Bank transfer,0
CUST_06038,33,4,43.34,60.48,One year,Credit card,1
CUST_06039,30,2,30.44,45.85,Month-to-month,Bank transfer,1
CUST_06040,66,20,46.68,948.35,Two year,Electronic check,0
CUST_06041,52,10,73.58,764.69,Two year,Credit card,0
CUST_06042,69,2,103.27,233.09,Two year,Credit card,1
CUST_06043,28,52,47.88,2433.34,One year,Electronic check,0
CUST_06044,38,5,82.11,389.72,One year,Credit card,1
CUST_06045,68,33,67.96,2249.73,Month-to-month,Credit card,0
CUST_06046,71,7,48.86,304.48,One year,Mailed check,0
CUST_06047,28,40,71.04,2850.47,Month-to-month,Electronic check,1
CUST_06048,47,3,36.8,137.43,Month-to-month,Bank transfer,1
CUST_06049,65,33,83.96,2743.58,Month-to-month,Credit card,1
CUST_06050,70,2,31.57,95.27,One year,Electronic check,0
CUST_06051,52,14,93.1,1290.69,Month-to-month,Bank transfer,1
CUST_06052,39,31,37.77,1130.05,Two year,Bank transfer,0
CUST_06053,55,4,119.82,545.33,Month-to-month,Electronic check,0
CUST_06054,48,8,102.37,794.75,Two year,Bank transfer,0
CUST_06055,31,48,54.38,2538.4,Month-to-month,Electronic check,1
CUST_06056,41,51,62.62,3168.06,One year,Bank transfer,1
CUST_06057,67,1,45.92,58.24,One year,Mailed check,0
CUST_06058,66,4,96.71,403.68,One year,Electronic check,1
CUST_06059,49,2,58.07,61.66,Month-to-month,Credit card,1
CUST_06060,53,4,95.52,413.2,One year,Mailed check,0
CUST_06061,49,72,21.84,1570.36,Month-to-month,Bank transfer,0
CUST_06062,72,19,33.56,565.11,One year,Credit card,0
CUST_06063,32,15,56.5,763.92,One year,Electronic check,0
CUST_06064,60,72,30.89,2234.68,Month-to-month,Electronic check,0
CUST_06065,52,19,80.11,1506.03,Month-to-month,Electronic check,1
CUST_06066,20,25,25.08,582.78,Month-to-month,Mailed check,0
CUST_06067,33,9,105.98,922.8,Two year,Credit card,1
CUST_06068,22,11,96.13,1052.51,One year,Credit card,1
CUST_06069,38,21,41.63,868.1,Month-to-month,Credit card,1
CUST_06070,27,1,68.38,62.33,Month-to-month,Credit card,1
CUST_06071,36,7,65.18,448.84,Month-to-month,Electronic check,0
CUST_06072,42,5,92.49,561.05,Month-to-month,Mailed check,1
CUST_06073,21,0,60.15,0.0,One year,Electronic check,1
CUST_06074,46,18,23.29,455.69,One year,Electronic check,0
CUST_06075,36,19,47.37,930.44,One year,Bank transfer,0
CUST_06076,60,11,66.62,703.77,Two year,Mailed check,0
CUST_06077,19,7,117.45,737.22,One year,Bank transfer,1
CUST_06078,27,25,108.12,2682.01,One year,Electronic check,1
CUST_06079,60,3,38.14,31.58,One year,Bank transfer,1
CUST_06080,42,17,92.33,1479.0,One year,Electronic check,0
CUST_06081,37,35,113.68,3953.36,Two year,Mailed check,1
CUST_06082,65,4,20.88,87.49,One year,Mailed check,0
CUST_06083,36,33,92.09,3028.26,Month-to-month,Electronic check,1
CUST_06084,40,34,65.93,2160.08,Two year,Mailed check,0
CUST_06085,41,1,88.02,27.3,One year,Electronic check,1
CUST_06086,28,0,80.56,7.53,Month-to-month,Mailed check,1
CUST_06087,63,72,118.47,8560.83,One year,Electronic check,1
CUST_06088,51,5,48.88,202.68,Month-to-month,Credit card,1
CUST_06089,72,41,98.61,4041.6,Two year,Electronic check,0
CUST_06090,45,19,43.46,836.04,Two year,Credit card,0
CUST_06091,22,7,63.56,531.26,Month-to-month,Bank transfer,0
CUST_06092,22,3,117.54,431.68,Two year,Bank transfer,0
CUST_06093,68,16,96.61,1575.55,One year,Credit card,0
CUST_06094,38,12,51.58,516.57,One year,Bank transfer,0
CUST_06095,29,28,81.94,2368.24,Month-to-month,Electronic check,1
CUST_06096,67,56,24.97,1421.96,Month-to-month,Electronic check,1
CUST_06097,21,39,46.64,1786.48,One year,Credit card,1
CUST_06098,71,7,91.84,741.43,Month-to-month,Electronic check,1
CUST_06099,66,50,77.01,3834.71,One year,Bank transfer,1
CUST_06100,59,43,66.97,2987.23,Two year,Credit card,0
CUST_06101,37,63,89.09,5556.24,Two year,Bank transfer,0
CUST_06102,55,14,59.85,816.5,Month-to-month,Electronic check,1
CUST_06103,42,35,22.62,688.8,Month-to-month,Electronic check,0
CUST_06104,31,21,64.1,1322.89,Two year,Electronic check,1
CUST_06105,28,8,110.21,941.91,One year,Bank transfer,1
CUST_06106,49,72,105.66,7579.65,Two year,Bank transfer,0
CUST_06107,28,0,60.9,0.0,One year,Bank transfer,0
CUST_06108,35,4,22.22,151.43,One year,Electronic check,1
CUST_06109,44,53,83.63,4440.27,Month-to-month,Electronic check,0
CUST_06110,72,1,94.12,100.95,Month-to-month,Credit card,1
CUST_06111,71,52,49.42,2515.05,Month-to-month,Electronic check,0
CUST_06112,35,30,67.67,1979.56,Month-to-month,Mailed check,1
CUST_06113,73,0,119.19,0.0,One year,Electronic check,1
CUST_06114,40,13,77.63,912.58,One year,Electronic check,1
CUST_06115,28,33,55.11,1858.67,One year,Credit card,0
CUST_06116,38,20,82.75,1685.59,Two year,Electronic check,0
CUST_06117,61,65,38.0,2490.88,One year,Bank transfer,0
CUST_06118,22,48,39.93,1850.83,One year,Mailed check,0
CUST_06119,40,9,112.49,1047.62,Two year,Bank transfer,1
CUST_06120,58,2,43.92,45.15,Month-to-month,Credit card,0
CUST_06121,42,69,51.08,3586.56,Month-to-month,Electronic check,1
CUST_06122,58,17,74.38,1249.18,One year,Electronic check,0
CUST_06123,71,1,109.97,113.87,One year,Electronic check,1
CUST_06124,27,40,98.14,3957.14,One year,Mailed check,1
CUST_06125,39,48,24.38,1185.26,Month-to-month,Bank transfer,0
CUST_06126,36,24,89.3,1982.94,Month-to-month,Credit card,1
CUST_06127,18,14,70.41,899.41,Month-to-month,Electronic check,1
CUST_06128,24,26,67.56,1717.31,Month-to-month,Credit card,0
CUST_06129,21,29,89.16,2605.95,One year,Electronic check,1
CUST_06130,18,53,39.62,2185.84,One year,Electronic check,0
CUST_06131,32,72,118.15,8491.46,One year,Bank transfer,0
CUST_06132,57,17,84.53,1477.57,Month-to-month,Credit card,1
CUST_06133,29,38,56.57,2183.58,Month-to-month,Electronic check,1
CUST_06134,39,72,80.02,5694.44,One year,Electronic check,0
CUST_06135,39,3,41.65,124.69,One year,Bank transfer,0
CUST_06136,67,0,83.38,0.0,Two year,Credit card,0
CUST_06137,64,48,22.82,1049.37,Month-to-month,Credit card,0
CUST_06138,34,5,54.12,355.68,One year,Electronic check,0
CUST_06139,46,1,94.75,113.85,One year,Bank transfer,1
CUST_06140,63,4,100.8,361.48,Two year,Mailed check,1
CUST_06141,31,11,45.29,468.37,Two year,Bank transfer,0
CUST_06142,67,5,73.94,376.18,Two year,Electronic check,0
CUST_06143,37,8,72.85,601.38,Two year,Electronic check,0
CUST_06144,67,72,62.15,4376.94,One year,Credit card,0
CUST_06145,65,29,42.84,1308.91,Month-to-month,Bank transfer,1
CUST_06146,50,29,90.32,2629.48,One year,Electronic check,1
CUST_06147,72,2,45.24,44.3,Month-to-month,Credit card,1
CUST_06148,60,31,111.1,3564.93,Month-to-month,Bank transfer,1
CUST_06149,32,32,72.85,2352.99,One year,Mailed check,1
CUST_06150,29,25,107.05,2753.69,One year,Bank transfer,0
CUST_06151,57,6,49.07,356.62,One year,Mailed check,0
CUST_06152,71,13,100.71,1410.16,Month-to-month,Electronic check,1
CUST_06153,37,44,31.37,1433.21,One year,Credit card,0
CUST_06154,47,26,96.68,2560.92,Two year,Bank transfer,0
CUST_06155,55,31,58.69,1857.64,One year,Credit card,1
CUST_06156,20,21,67.0,1478.99,One year,Bank transfer,0
CUST_06157,45,14,36.68,485.38,One year,Bank transfer,0
CUST_06158,73,34,21.86,764.02,Two year,Electronic check,0
CUST_06159,43,1,86.62,59.15,Month-to-month,Bank transfer,1
CUST_06160,47,26,78.77,2094.61,Month-to-month,Bank transfer,0
CUST_06161,30,72,82.24,5906.35,Month-to-month,Electronic check,0
CUST_06162,30,36,45.5,1626.8,Month-to-month,Bank transfer,0
CUST_06163,19,8,43.93,256.09,Month-to-month,Electronic check,1
CUST_06164,54,7,103.03,820.86,One year,Credit card,0
CUST_06165,66,26,96.13,2437.36,Month-to-month,Credit card,1
CUST_06166,55,54,53.68,2920.12,Month-to-month,Bank transfer,0
CUST_06167,19,20,83.78,1706.28,Month-to-month,Electronic check,1
CUST_06168,53,17,102.82,1818.44,Two year,Bank transfer,0
CUST_06169,71,4,108.88,410.89,One year,Bank transfer,0
CUST_06170,43,30,20.58,549.45,Month-to-month,Credit card,1
CUST_06171,28,29,101.35,2987.2,Month-to-month,Electronic check,1
CUST_06172,25,72,55.04,4021.01,One year,Credit card,0
CUST_06173,61,8,91.84,753.13,One year,Electronic check,1
CUST_06174,57,33,57.14,1888.02,One year,Credit card,0
CUST_06175,60,13,80.62,1046.3,Two year,Credit card,0
CUST_06176,39,19,84.68,1553.67,One year,Credit card,0
CUST_06177,37,40,60.5,2307.91,Two year,Bank transfer,0
CUST_06178,25,6,71.28,510.52,Month-to-month,Bank transfer,0
CUST_06179,46,10,92.63,926.92,Two year,Credit card,0
CUST_06180,57,35,67.63,2408.13,One year,Bank transfer,0
CUST_06181,43,20,21.4,410.39,Month-to-month,Electronic check,1
CUST_06182,47,2,21.29,24.99,Month-to-month,Credit card,1
CUST_06183,34,13,86.13,1096.41,One year,Mailed check,1
CUST_06184,37,21,104.72,2189.32,Month-to-month,Bank transfer,1
CUST_06185,69,57,98.53,5672.59,One year,Electronic check,0
CUST_06186,72,5,51.04,261.87,One year,Electronic check,1
CUST_06187,33,39,67.11,2701.36,Month-to-month,Bank transfer,0
CUST_06188,63,3,43.42,73.59,Month-to-month,Bank transfer,1
CUST_06189,60,6,118.91,704.62,Two year,Mailed check,0
